ID,Country,Year,Wat_N_p,Wat_R_p,Wat_U_p,San_N_p,San_R_p,San_U_p,,P_Wat_U_p,P_Wat_R_p,P_Wat_N_p,P_San_U_p,P_San_R_p,P_San_N_p
1015,Curaçao,2001,0,0,0.00013,0,0,0.00032,,0,0,15,0,0,35
1015,Curaçao,2002,0,0,0.00014,0,0,0.00034,,0,0,15,0,0,35
1015,Curaçao,2003,0,0,0.00016,0,0,0.00037,,0,0,15,0,0,35
1015,Curaçao,2004,0,0,0.00016,0,0,0.00038,,0,0,15,0,0,35
1015,Curaçao,2005,0,0,0.00017,0,0,0.00041,,0,0,15,0,0,35
1015,Curaçao,2006,0,0,0.00015,0,0,0.00036,,0,0,15,0,0,35
1015,Curaçao,2007,0,0,0.00013,0,0,0.00031,,0,0,15,0,0,35
1015,Curaçao,2008,0,0,0.00014,0,0,0.00034,,0,0,15,0,0,35
1015,Curaçao,2009,0,0,0.00014,0,0,0.00034,,0,0,15,0,0,35
1015,Curaçao,2010,0,0,0.00014,0,0,0.00033,,0,0,15,0,0,35
1015,Curaçao,2011,0,0,0.00015,0,0,0.00034,,0,0,15,0,0,35
1015,Curaçao,2012,0,0,0.00014,0,0,0.00034,,0,0,15,0,0,35
1015,Curaçao,2013,0,0,0.00029,0,0,0.0003,,0,0,34,0,0,35
1015,Curaçao,2014,0,0,0.00024,0,0,0.00025,,0,0,34,0,0,35
196,Cyprus,2000,0,0,0.00068,0,0,0.0001,,0,0,76,0,0,11
196,Cyprus,2001,0,0,0.00074,0,0,0.00005,,0,0,83,0,0,5
196,Cyprus,2002,0,0,0.00165,0,0,0.00007,,0,0,173,0,0,7
196,Cyprus,2003,0,0,0.00369,0,0,0.00005,,0,0,349,0,0,5
196,Cyprus,2004,0,0,0.00564,0,0,0.00002,,0,0,531,0,0,2
196,Cyprus,2005,0,0,0.00807,0,0,0.00006,,0,0,700,0,0,5
196,Cyprus,2006,0,0,0.0094,0,0,0.00005,,0,0,923,0,0,5
196,Cyprus,2007,0,0,0.01048,0,0,0.00008,,0,0,1193,0,0,9
196,Cyprus,2008,0,0,0.01396,0,0,0.0001,,0,0,1464,0,0,10
196,Cyprus,2009,0,0,0.02777,0,0,0.00011,,0,0,2887,0,0,11
196,Cyprus,2010,0,0,0.03211,0,0,0.00012,,0,0,3393,0,0,13
196,Cyprus,2011,0,0,0.03419,0,0,0.00011,,0,0,3502,0,0,11
196,Cyprus,2012,0,0,0.03509,0,0,0.00011,,0,0,3630,0,0,11
196,Cyprus,2013,0,0,0.03355,0,0,0.00009,,0,0,3882,0,0,10
196,Cyprus,2014,0,0,0.03562,0,0,0,,0,0,5075,0,0,0
203,Czech Rep.,2000,0,0,0.00988,0,0,0.00731,,0,0,1108,0,0,810
203,Czech Rep.,2001,0,0,0.01011,0,0,0.01062,,0,0,1134,0,0,1179
203,Czech Rep.,2002,0,0,0.01159,0,0,0.06731,,0,0,1217,0,0,6984
203,Czech Rep.,2003,0,0,0.01512,0,0,0.07171,,0,0,1431,0,0,6702
203,Czech Rep.,2004,0,0,0.01627,0,0,0.04871,,0,0,1532,0,0,4528
203,Czech Rep.,2005,0,0,0.01974,0,0,0.04198,,0,0,1712,0,0,3589
203,Czech Rep.,2006,0,0,0.01802,0,0,0.02203,,0,0,1770,0,0,2138
203,Czech Rep.,2007,0,0,0.01741,0,0,0.01228,,0,0,1982,0,0,1384
203,Czech Rep.,2008,0,0,0.01949,0,0,0.01309,,0,0,2044,0,0,1358
203,Czech Rep.,2009,0,0,0.02154,0,0,0.01038,,0,0,2239,0,0,1067
203,Czech Rep.,2010,0,0,0.02234,0,0,0.00782,,0,0,2361,0,0,817
203,Czech Rep.,2011,0,0,0.02305,0,0,0.00745,,0,0,2361,0,0,763
203,Czech Rep.,2012,0,0,0.02559,0,0,0.00601,,0,0,2647,0,0,622
203,Czech Rep.,2013,0,0,0.0245,0,0,0.00856,,0,0,2835,0,0,991
203,Czech Rep.,2014,0,0,0.01999,0,0,0.00927,,0,0,2848,0,0,1321
408,Dem. Peoples Rep. of Korea,2000,0,0,0,0,0,0.00012,,0,0,0,0,0,13
408,Dem. Peoples Rep. of Korea,2001,0,0,0,0,0,0.00017,,0,0,0,0,0,19
408,Dem. Peoples Rep. of Korea,2002,0,0,0,0,0,0.0025,,0,0,0,0,0,259
408,Dem. Peoples Rep. of Korea,2003,0,0,0,0,0,0.00325,,0,0,0,0,0,304
408,Dem. Peoples Rep. of Korea,2004,0,0,0,0,0,0.00369,,0,0,0,0,0,343
408,Dem. Peoples Rep. of Korea,2005,0,0,0,0,0,0.00337,,0,0,0,0,0,288
408,Dem. Peoples Rep. of Korea,2006,0,0,0,0,0,0.0041,,0,0,0,0,0,398
408,Dem. Peoples Rep. of Korea,2007,0,0,0,0,0,0.00537,,0,0,0,0,0,605
408,Dem. Peoples Rep. of Korea,2008,0,0,0,0,0,0.00854,,0,0,0,0,0,886
408,Dem. Peoples Rep. of Korea,2009,0,0,0,0,0,0.00857,,0,0,0,0,0,881
408,Dem. Peoples Rep. of Korea,2010,0,0,0,0,0,0.00877,,0,0,0,0,0,917
408,Dem. Peoples Rep. of Korea,2011,0,0,0,0,0,0.01027,,0,0,0,0,0,1052
408,Dem. Peoples Rep. of Korea,2012,0,0,0,0,0,0.01094,,0,0,0,0,0,1132
408,Dem. Peoples Rep. of Korea,2013,0,0,0,0,0,0.01008,,0,0,0,0,0,1167
408,Dem. Peoples Rep. of Korea,2014,0,0,0,0,0,0.00891,,0,0,0,0,0,1270
1003,Dem. Rep. of the Congo,2000,0,4.61594,2.96593,0,4.80142,3.35248,,0,332490,332490,0,371713,371713
1003,Dem. Rep. of the Congo,2001,0,5.08085,3.22731,0,5.00388,3.53393,,0,362009,362009,0,392146,392146
1003,Dem. Rep. of the Congo,2002,0,5.44435,3.17136,0,6.46825,4.06088,,0,332954,332954,0,421362,421362
1003,Dem. Rep. of the Congo,2003,0,0,2.47046,0,7.6924,4.85229,,0,0,233855,0,453465,453465
1003,Dem. Rep. of the Congo,2004,0,0,2.11464,0,7.60189,4.97252,,0,0,199142,0,462191,462191
1003,Dem. Rep. of the Congo,2005,0,0,2.35435,0,7.75049,5.04039,,0,0,204158,0,430929,430929
1003,Dem. Rep. of the Congo,2006,0,0,2.12105,0,6.04438,4.14142,,0,0,208318,0,401914,401914
1003,Dem. Rep. of the Congo,2007,0,0,1.55747,0,4.33892,3.28617,,0,0,177332,0,370374,370374
1003,Dem. Rep. of the Congo,2008,0,0,1.47895,0,4.82759,3.54799,,0,0,155102,0,367995,367995
1003,Dem. Rep. of the Congo,2009,0,0,1.7867,0,5.9085,4.43393,,0,0,185751,0,455852,455852
1003,Dem. Rep. of the Congo,2010,0,0,1.57397,0,6.01169,4.56049,,0,0,166336,0,476693,476693
1003,Dem. Rep. of the Congo,2011,0,0,1.49148,0,6.34004,4.79888,,0,0,152749,0,491481,491481
1003,Dem. Rep. of the Congo,2012,0,0,0.62936,0,6.60718,4.92283,,0,0,65109,0,509290,509290
1003,Dem. Rep. of the Congo,2013,0,0,0.97965,0,5.43284,4.31706,,0,0,113362,0,499563,499563
1003,Dem. Rep. of the Congo,2014,0,0,0.84049,0,4.69519,3.62678,,0,0,119747,0,516734,516734
208,Denmark,2000,0,0,0.63114,0,0,0.00023,,0,0,70753,0,0,25
208,Denmark,2001,0,0,0.57198,0,0,0.00003,,0,0,64159,0,0,3
208,Denmark,2002,0,0,0.65436,0,0,0.00008,,0,0,68700,0,0,8
208,Denmark,2003,0,0,0.68865,0,0,0.00011,,0,0,65188,0,0,10
208,Denmark,2004,0,0,0.64915,0,0,0.00011,,0,0,61132,0,0,10
208,Denmark,2005,0,0,0.4741,0,0,0.00014,,0,0,41112,0,0,12
208,Denmark,2006,0,0,0.35623,0,0,0.00012,,0,0,34987,0,0,12
208,Denmark,2007,0,0,0.22572,0,0,0.00012,,0,0,25700,0,0,14
208,Denmark,2008,0,0,0.21973,0,0,0.00011,,0,0,23044,0,0,11
208,Denmark,2009,0,0,0.19406,0,0,0.0001,,0,0,20175,0,0,10
208,Denmark,2010,0,0,0.16769,0,0,0.00009,,0,0,17721,0,0,9
208,Denmark,2011,0,0,0.12492,0,0,0.00009,,0,0,12794,0,0,9
208,Denmark,2012,0,0,0.108,0,0,0.00009,,0,0,11173,0,0,9
208,Denmark,2013,0,0,0.10595,0,0,0.00009,,0,0,12260,0,0,10
208,Denmark,2014,0,0,0.11429,0,0,0.00004,,0,0,16283,0,0,6
262,Djibouti,2000,0,0,0.20734,0,0,0.01723,,0,0,23243,0,0,1910
262,Djibouti,2001,0,0,0.20661,0,0,0.00407,,0,0,23176,0,0,452
262,Djibouti,2002,0,0,0.20671,0,0,0.00454,,0,0,21702,0,0,471
262,Djibouti,2003,0,0,0.28559,0,0,0.00559,,0,0,27034,0,0,522
262,Djibouti,2004,0,0,0.19151,0,0,0.00533,,0,0,18035,0,0,495
262,Djibouti,2005,0,0,0.12058,0,0,0.0059,,0,0,10456,0,0,504
262,Djibouti,2006,0,0,0.09427,0,0,0.005,,0,0,9259,0,0,485
262,Djibouti,2007,0,0,0.05841,0,0,0.00575,,0,0,6651,0,0,648
262,Djibouti,2008,0,0,0.08799,0,0,0.00627,,0,0,9228,0,0,650
262,Djibouti,2009,0,0,0.11649,0,0,0.00605,,0,0,12111,0,0,622
262,Djibouti,2010,0,0,0.14292,0,0,0.00541,,0,0,15104,0,0,566
262,Djibouti,2011,0,0,0.1986,0,0,0.00588,,0,0,20340,0,0,602
262,Djibouti,2012,0,0,0.185,0,0,0.00619,,0,0,19139,0,0,640
262,Djibouti,2013,0,0,0.17297,0,0,0.00658,,0,0,20015,0,0,762
262,Djibouti,2014,0,0,0.14403,0,0,0.00604,,0,0,20520,0,0,860
212,Dominica,2000,0,0,0,0,0,0.00002,,0,0,0,0,0,2
212,Dominica,2001,0,0,0,0,0,0.00005,,0,0,0,0,0,5
212,Dominica,2002,0,0,0,0,0,0.00006,,0,0,0,0,0,6
212,Dominica,2003,0,0,0,0,0,0.00018,,0,0,0,0,0,17
212,Dominica,2004,0,0,0,0,0,0.00027,,0,0,0,0,0,25
212,Dominica,2005,0,0,0,0,0,0.00035,,0,0,0,0,0,30
212,Dominica,2006,0,0,0,0,0,0.0005,,0,0,0,0,0,49
212,Dominica,2007,0,0,0,0,0,0.00051,,0,0,0,0,0,58
212,Dominica,2008,0,0,0,0,0,0.00054,,0,0,0,0,0,56
212,Dominica,2009,0,0,0,0,0,0.00052,,0,0,0,0,0,53
212,Dominica,2010,0,0,0,0,0,0.0005,,0,0,0,0,0,52
212,Dominica,2011,0,0,0,0,0,0.00051,,0,0,0,0,0,52
212,Dominica,2012,0,0,0,0,0,0.00052,,0,0,0,0,0,54
212,Dominica,2013,0,0,0,0,0,0.00037,,0,0,0,0,0,43
212,Dominica,2014,0,0,0,0,0,0.00025,,0,0,0,0,0,35
214,Dominican Rep.,2000,0,0,0.00455,0,0,0.00042,,0,0,510,0,0,47
214,Dominican Rep.,2001,0,0,0,0,0,0.00041,,0,0,0,0,0,46
214,Dominican Rep.,2002,0,0,0,0,0,0.0008,,0,0,0,0,0,83
214,Dominican Rep.,2003,0,0,0,0,0,0.00098,,0,0,0,0,0,92
214,Dominican Rep.,2004,0,0,0,0,0,0.00104,,0,0,0,0,0,97
214,Dominican Rep.,2005,0,0,0,0,0,0.00078,,0,0,0,0,0,67
214,Dominican Rep.,2006,0,0,0,0,0,0.00155,,0,0,0,0,0,150
214,Dominican Rep.,2007,0,0,0,0,0,0.00318,,0,0,0,0,0,358
214,Dominican Rep.,2008,0,0,0,0,0,0.00307,,0,0,0,0,0,318
214,Dominican Rep.,2009,0,0,0,0,0,0.00224,,0,0,0,0,0,230
214,Dominican Rep.,2010,0,0,0.00567,0,0,0.00235,,0,0,599,0,0,246
214,Dominican Rep.,2011,0,0,0.00581,0,0,0.00244,,0,0,595,0,0,250
214,Dominican Rep.,2012,0,0,0.00733,0,0,0.00279,,0,0,758,0,0,289
214,Dominican Rep.,2013,0,0,0.00623,0,0,0.00264,,0,0,721,0,0,306
214,Dominican Rep.,2014,0,0,0.00423,0,0,0.0023,,0,0,603,0,0,328
218,Ecuador,2000,0,0,0.01424,0,0,0.00605,,0,0,1596,0,0,671
218,Ecuador,2001,0,0,0.01524,0,0,0.00588,,0,0,1710,0,0,653
218,Ecuador,2002,0,0,0.03082,0,0,0.00792,,0,0,3236,0,0,822
218,Ecuador,2003,0,0,0.06737,0,0,0.00781,,0,0,6377,0,0,730
218,Ecuador,2004,0,0,0.08969,0,0,0.00782,,0,0,8446,0,0,727
218,Ecuador,2005,0,0,0.116,0,0,0.00906,,0,0,10059,0,0,775
218,Ecuador,2006,0,0,0.11999,0,0,0.00914,,0,0,11785,0,0,887
218,Ecuador,2007,0,0,2.32641,0,0,0.01182,,0,0,264882,0,0,1332
218,Ecuador,2008,0,0,0.96622,0,0,0.01028,,0,0,101330,0,0,1066
218,Ecuador,2009,0,0,1.12096,0,0,0.00999,,0,0,116538,0,0,1027
218,Ecuador,2010,0,0,1.14714,0,0,0.00815,,0,0,121229,0,0,852
218,Ecuador,2011,0,0,1.20506,0,0,0.00888,,0,0,123416,0,0,909
218,Ecuador,2012,0,0,1.19672,0,0,0.00816,,0,0,123804,0,0,844
218,Ecuador,2013,0,0,1.0646,0,0,0.00611,,0,0,123192,0,0,707
218,Ecuador,2014,0,0,0.85675,0,0,0.00546,,0,0,122063,0,0,778
818,Egypt,2000,0,0,0.05827,0,0,0.03565,,0,0,6532,0,0,3953
818,Egypt,2001,0,0,0.0633,0,0,0.04216,,0,0,7100,0,0,4678
818,Egypt,2002,0,0,0.76546,0,0,0.06209,,0,0,80364,0,0,6443
818,Egypt,2003,0,0,0.93623,0,0,0.06137,,0,0,88624,0,0,5735
818,Egypt,2004,0,0,0.95933,0,0,0.05778,,0,0,90343,0,0,5371
818,Egypt,2005,0,0,1.02573,0,0,0.07358,,0,0,88946,0,0,6291
818,Egypt,2006,0,0,0.89622,0,0,0.07845,,0,0,88022,0,0,7613
818,Egypt,2007,0,0,0.85682,0,0,0.06032,,0,0,97556,0,0,6799
818,Egypt,2008,0,0,0.93314,0,0,0.06537,,0,0,97861,0,0,6780
818,Egypt,2009,0,0,0.90807,0,0,0.06799,,0,0,94406,0,0,6990
818,Egypt,2010,0,0,0.89948,0,0,0.06614,,0,0,95056,0,0,6913
818,Egypt,2011,0,0,0.92845,0,0,0.07749,,0,0,95087,0,0,7936
818,Egypt,2012,0,0,1.06264,0,0,0.09685,,0,0,109933,0,0,10020
818,Egypt,2013,0,0,1.98836,0,0,0.1107,,0,0,230086,0,0,12810
818,Egypt,2014,0,0,1.65682,0,0,0.11106,,0,0,236050,0,0,15824
222,El Salvador,2000,0,0,0.00053,0,0,0.06995,,0,0,59,0,0,7756
222,El Salvador,2001,0,0,0.00062,0,0,0.06443,,0,0,69,0,0,7150
222,El Salvador,2002,0,0,0.0007,0,0,0.06392,,0,0,74,0,0,6632
222,El Salvador,2003,0,0,0.0026,0,0,0.06054,,0,0,246,0,0,5658
222,El Salvador,2004,0,0,0.0025,0,0,0.04838,,0,0,235,0,0,4497
222,El Salvador,2005,0,0,0.00057,0,0,0.05007,,0,0,49,0,0,4281
222,El Salvador,2006,0,0,0.0004,0,0,0.06582,,0,0,39,0,0,6388
222,El Salvador,2007,0,0,0.00034,0,0,0.05343,,0,0,39,0,0,6022
222,El Salvador,2008,0,0,0.00031,0,0,0.04966,,0,0,32,0,0,5151
222,El Salvador,2009,0,0,0.00029,0,0,0.04913,,0,0,30,0,0,5051
222,El Salvador,2010,0,0,0.00036,0,0,0.04761,,0,0,38,0,0,4976
222,El Salvador,2011,0,0,0.00037,0,0,0.06561,,0,0,38,0,0,6720
222,El Salvador,2012,0,0,0.00043,0,0,0.07898,,0,0,45,0,0,8171
222,El Salvador,2013,0,0,0.00038,0,0,0.08326,,0,0,44,0,0,9635
222,El Salvador,2014,0,0,0.00016,0,0,0.07681,,0,0,23,0,0,10943
226,Equatorial Guinea,2000,0,0,0,0,0,0.00459,,0,0,0,0,0,509
226,Equatorial Guinea,2001,0,0,0,0,0,0.00477,,0,0,0,0,0,529
226,Equatorial Guinea,2002,0,0,0,0,0,0.00532,,0,0,0,0,0,552
226,Equatorial Guinea,2003,0,0,0,0,0,0.00632,,0,0,0,0,0,591
226,Equatorial Guinea,2004,0,0,0,0,0,0.00587,,0,0,0,0,0,546
226,Equatorial Guinea,2005,0,0,0,0,0,0.00558,,0,0,0,0,0,477
226,Equatorial Guinea,2006,0,0,0,0,0,0.00475,,0,0,0,0,0,461
226,Equatorial Guinea,2007,0,0,0,0,0,0.00361,,0,0,0,0,0,407
226,Equatorial Guinea,2008,0,0,0,0,0,0.0037,,0,0,0,0,0,384
226,Equatorial Guinea,2009,0,0,0,0,0,0.00335,,0,0,0,0,0,344
226,Equatorial Guinea,2010,0,0,0,0,0,0.00292,,0,0,0,0,0,305
226,Equatorial Guinea,2011,0,0,0,0,0,0.00252,,0,0,0,0,0,258
226,Equatorial Guinea,2012,0,0,0,0,0,0.0022,,0,0,0,0,0,228
226,Equatorial Guinea,2013,0,0,0,0,0,0.00173,,0,0,0,0,0,200
226,Equatorial Guinea,2014,0,0,0,0,0,0.00114,,0,0,0,0,0,163
232,Eritrea,2000,0,0,0.0177,0,4.86779,3.39882,,0,0,1984,0,376851,376851
232,Eritrea,2001,0,0,0.02025,0,0,3.00298,,0,0,2272,0,0,333229
232,Eritrea,2002,0,0,0.03447,0,0,3.06642,,0,0,3619,0,0,318176
232,Eritrea,2003,0,0,0.04108,0,0,1.32815,,0,0,3889,0,0,124121
232,Eritrea,2004,0,0,0.04502,0,0,1.4107,,0,0,4240,0,0,131123
232,Eritrea,2005,0,0,0.05095,0,0,1.68508,,0,0,4418,0,0,144066
232,Eritrea,2006,0,0,0.04705,0,0,1.99639,,0,0,4621,0,0,193745
232,Eritrea,2007,0,0,0.04428,0,0,1.85213,,0,0,5042,0,0,208748
232,Eritrea,2008,0,0,0.04636,0,0,1.79714,,0,0,4862,0,0,186398
232,Eritrea,2009,0,0,0.0457,0,2.71112,2.03451,,0,0,4751,0,209168,209168
232,Eritrea,2010,0,0,0.04551,0,2.8055,2.12826,,0,0,4809,0,222460,222460
232,Eritrea,2011,0,0,0.04608,0,3.25017,2.46011,,0,0,4719,0,251954,251954
232,Eritrea,2012,0,0,0.0348,0,3.70221,2.75841,,0,0,3600,0,285371,285371
232,Eritrea,2013,0,0,0.02736,0,3.35213,2.66367,,0,0,3166,0,308236,308236
232,Eritrea,2014,0,0,0.02034,0,3.29855,2.54796,,0,0,2898,0,363026,363026
233,Estonia,2000,80,0,0.00004,0,0,0.0041,,4,0,4,0,0,455
233,Estonia,2001,23.40426,0,0.0001,0,0,0.00432,,11,0,11,0,0,479
233,Estonia,2002,17.85714,0,0.0001,0,0,0.01022,,10,0,10,0,0,1060
233,Estonia,2003,9.375,0,0.00013,0,0,0.01099,,12,0,12,0,0,1027
233,Estonia,2004,6.47059,0,0.00012,0,0,0.0092,,11,0,11,0,0,855
233,Estonia,2005,17.24138,0,0.00006,0,0,0.00869,,5,0,5,0,0,743
233,Estonia,2006,33.33333,0,0.00005,0,0,0.00646,,5,0,5,0,0,627
233,Estonia,2007,0,0,0.00016,0,0,0.00232,,0,0,18,0,0,262
233,Estonia,2008,0,0,0.00021,0,0,0.00239,,0,0,22,0,0,248
233,Estonia,2009,0,0,0.00023,0,0,0.00241,,0,0,24,0,0,248
233,Estonia,2010,0,0,0.00037,0,0,0.0023,,0,0,39,0,0,240
233,Estonia,2011,0,0,0.00048,0,0,0.00219,,0,0,49,0,0,224
233,Estonia,2012,0,0,0.0006,0,0,0.00441,,0,0,62,0,0,456
233,Estonia,2013,0,0,0.0006,0,0,0.00304,,0,0,69,0,0,352
233,Estonia,2014,0,0,0.0004,0,0,0.00232,,0,0,57,0,0,330
231,Ethiopia,2000,0,0,1.76586,0,0,0.59895,,0,0,197959,0,0,66410
231,Ethiopia,2001,0,0,1.36002,0,0,0.53167,,0,0,152554,0,0,58997
231,Ethiopia,2002,0,0,1.26624,0,0,0.5902,,0,0,132940,0,0,61240
231,Ethiopia,2003,0,0,1.37622,0,0,0.67067,,0,0,130274,0,0,62677
231,Ethiopia,2004,0,0,1.23156,0,0,0.67941,,0,0,115980,0,0,63150
231,Ethiopia,2005,0,0,1.16262,0,0,0.76567,,0,0,100817,0,0,65461
231,Ethiopia,2006,0,0,0.98743,0,0,0.76278,,0,0,96980,0,0,74026
231,Ethiopia,2007,0,0,0.74815,0,0,0.53109,,0,0,85183,0,0,59858
231,Ethiopia,2008,0,0,0.79699,0,0,0.61587,,0,0,83583,0,0,63878
231,Ethiopia,2009,0,0,1.1724,0,0,0.6117,,0,0,121886,0,0,62889
231,Ethiopia,2010,0,0,1.46003,0,0,0.65866,,0,0,154295,0,0,68848
231,Ethiopia,2011,0,4.70842,2.82034,0,0,0.68944,,0,288844,288844,0,0,70610
231,Ethiopia,2012,0,6.55735,3.63829,0,0,0.72465,,0,376393,376393,0,0,74968
231,Ethiopia,2013,0,6.62785,3.74999,0,0,0.66646,,0,433936,433936,0,0,77122
231,Ethiopia,2014,0,8.01035,4.62905,0,0,0.60903,,0,659510,659510,0,0,86773
242,Fiji,2000,0,0,0,0,0,0.00362,,0,0,0,0,0,401
242,Fiji,2001,0,0,0,0,0,0.00659,,0,0,0,0,0,731
242,Fiji,2002,0,0,0,0,0,0.01033,,0,0,0,0,0,1072
242,Fiji,2003,0,0,0,0,0,0.01163,,0,0,0,0,0,1087
242,Fiji,2004,0,0,0,0,0,0.01378,,0,0,0,0,0,1281
242,Fiji,2005,0,0,0,0,0,0.01613,,0,0,0,0,0,1379
242,Fiji,2006,0,0,0,0,0,0.01737,,0,0,0,0,0,1686
242,Fiji,2007,0,0,0,0,0,0.01622,,0,0,0,0,0,1828
242,Fiji,2008,0,0,0,0,0,0.01801,,0,0,0,0,0,1868
242,Fiji,2009,50,0,0.00002,0,0,0.0184,,2,0,2,0,0,1892
242,Fiji,2010,0,0,0.00001,0,0,0.01771,,0,0,1,0,0,1851
242,Fiji,2011,0,0,0.00007,0,0,0.01542,,0,0,7,0,0,1579
242,Fiji,2012,0,0,0.00006,0,0,0.01273,,0,0,6,0,0,1317
242,Fiji,2013,0,0,0.00004,0,0,0.00961,,0,0,5,0,0,1112
242,Fiji,2014,0,0,0.00005,0,0,0.00644,,0,0,7,0,0,917
246,Finland,2000,0,0,0.1165,0,0,0.00005,,0,0,13060,0,0,5
246,Finland,2001,0,0,0.11157,0,0,0.00002,,0,0,12515,0,0,2
246,Finland,2002,0,0,0.08768,0,0,0.00009,,0,0,9205,0,0,9
246,Finland,2003,0,0,0.08615,0,0,0.00007,,0,0,8155,0,0,7
246,Finland,2004,0,0,0.09906,0,0,0.00003,,0,0,9329,0,0,3
246,Finland,2005,0,0,0.11932,0,0,0.00006,,0,0,10347,0,0,5
246,Finland,2006,0,0,0.11377,0,0,0.00006,,0,0,11174,0,0,6
246,Finland,2007,0,0,0.05333,0,0,0.00004,,0,0,6072,0,0,4
246,Finland,2008,0,0,0.0617,0,0,0.00004,,0,0,6471,0,0,4
246,Finland,2009,0,0,0.07024,0,0,0.00006,,0,0,7302,0,0,6
246,Finland,2010,0,0,0.08109,0,0,0.00006,,0,0,8570,0,0,6
246,Finland,2011,0,0,0.08795,0,0,0.00007,,0,0,9007,0,0,7
246,Finland,2012,0,0,0.0939,0,0,0.00007,,0,0,9714,0,0,7
246,Finland,2013,0,0,0.09525,0,0,0.00006,,0,0,11022,0,0,7
246,Finland,2014,0,0,0.08029,0,0,0.00004,,0,0,11439,0,0,5
250,France,2000,0,0,0.87997,0,0,0.0007,,0,0,98648,0,0,78
250,France,2001,0,0,0.87809,0,0,0.0004,,0,0,98496,0,0,44
250,France,2002,0,0,0.96524,0,0,0.00087,,0,0,101338,0,0,90
250,France,2003,0,0,1.0569,0,0,0.00118,,0,0,100047,0,0,110
250,France,2004,0,0,1.15736,0,0,0.00118,,0,0,108992,0,0,110
250,France,2005,0,0,1.36244,0,0,0.00335,,0,0,118144,0,0,286
250,France,2006,0,0,1.25629,0,0,0.00084,,0,0,123386,0,0,82
250,France,2007,0,0,1.14048,0,0,0.0009,,0,0,129853,0,0,101
250,France,2008,0,0,1.31618,0,0,0.00097,,0,0,138032,0,0,101
250,France,2009,0,0,1.45408,0,0,0.00085,,0,0,151170,0,0,87
250,France,2010,0,0,1.49941,0,0,0.00088,,0,0,158457,0,0,92
250,France,2011,0,0,1.63598,0,0,0.00097,,0,0,167548,0,0,99
250,France,2012,0,0,1.69715,0,0,0.00097,,0,0,175576,0,0,100
250,France,2013,0,0,1.5971,0,0,0.00085,,0,0,184811,0,0,98
250,France,2014,0,0,1.34923,0,0,0.00055,,0,0,192228,0,0,79
1007,French Guiana,2000,0,0,0,0,0,0,,0,0,0,0,0,0
1007,French Guiana,2001,0,0,0,0,0,0,,0,0,0,0,0,0
1007,French Guiana,2002,0,0,0,0,0,0,,0,0,0,0,0,0
1007,French Guiana,2003,0,0,0,0,0,0,,0,0,0,0,0,0
1007,French Guiana,2004,0,0,0,0,0,0,,0,0,0,0,0,0
1007,French Guiana,2005,0,0,0,0,0,0,,0,0,0,0,0,0
1007,French Guiana,2006,0,0,0,0,0,0,,0,0,0,0,0,0
1007,French Guiana,2007,0,0,0,0,0,0,,0,0,0,0,0,0
1007,French Guiana,2008,0,0,0,0,0,0,,0,0,0,0,0,0
1007,French Guiana,2009,0,0,0,0,0,0,,0,0,0,0,0,0
1007,French Guiana,2010,0,0,0,0,0,0,,0,0,0,0,0,0
1007,French Guiana,2011,0,0,0,0,0,0,,0,0,0,0,0,0
1007,French Guiana,2012,0,0,0,0,0,0,,0,0,0,0,0,0
1007,French Guiana,2013,0,0,0,0,0,0,,0,0,0,0,0,0
1007,French Guiana,2014,0,0,0,0,0,0,,0,0,0,0,0,0
258,French Polynesia,2000,0,0,0,0,0,0,,0,0,0,0,0,0
258,French Polynesia,2001,0,0,0,0,0,0,,0,0,0,0,0,0
258,French Polynesia,2002,0,0,0,0,0,0,,0,0,0,0,0,0
258,French Polynesia,2003,0,0,0,50,0,0.00001,,0,0,0,1,0,1
258,French Polynesia,2004,0,0,0,0,0,0,,0,0,0,0,0,0
258,French Polynesia,2005,0,0,0,0,0,0.00001,,0,0,0,0,0,1
258,French Polynesia,2006,0,0,0,0,0,0,,0,0,0,0,0,0
258,French Polynesia,2007,0,0,0,0,0,0,,0,0,0,0,0,0
258,French Polynesia,2008,0,0,0,0,0,0,,0,0,0,0,0,0
258,French Polynesia,2009,0,0,0,0,0,0,,0,0,0,0,0,0
258,French Polynesia,2010,0,0,0,0,0,0,,0,0,0,0,0,0
258,French Polynesia,2011,0,0,0,0,0,0,,0,0,0,0,0,0
258,French Polynesia,2012,0,0,0,0,0,0,,0,0,0,0,0,0
258,French Polynesia,2013,0,0,0,0,0,0,,0,0,0,0,0,0
258,French Polynesia,2014,0,0,0,0,0,0,,0,0,0,0,0,0
266,Gabon,2000,0,0,0.16041,0,0,0.00023,,0,0,17982,0,0,26
266,Gabon,2001,0,0,0.1389,0,0,0.00024,,0,0,15581,0,0,27
266,Gabon,2002,0,0,0.12833,0,0,0.00036,,0,0,13473,0,0,37
266,Gabon,2003,0,0,0.14795,0,0,0.00042,,0,0,14005,0,0,39
266,Gabon,2004,0,0,0.1464,0,0,0.00057,,0,0,13787,0,0,53
266,Gabon,2005,0,0,0.09854,0,0,0.00095,,0,0,8545,0,0,81
266,Gabon,2006,0,0,0.08582,0,0,0.00098,,0,0,8429,0,0,95
266,Gabon,2007,0,0,0.07752,0,0,0.00103,,0,0,8826,0,0,116
